%Time(us) Velocity Voltage
0.0 0.0 0.0
132	0.0000000000	1.0000000000
20936	16.9738559722	1.0000000000
42440	32.8563079833	1.0000000000
63944	65.7126159667	1.0000000000
85448	82.1253967285	1.0000000000
106952	115.0185623168	1.0000000000
127436	120.7525863647	1.0000000000
148940	131.4743652343	1.0000000000
170444	147.8534545898	1.0000000000
191948	147.8810577392	1.0000000000
213452	164.3122863769	1.0000000000
234956	164.3122863769	1.0000000000
255436	172.5713958740	1.0000000000
276944	164.3123931884	1.0000000000
298444	164.3121643066	1.0000000000
319952	164.3121643066	1.0000000000
341452	164.3121643066	1.0000000000
362960	164.3121643066	1.0000000000
383436	172.5713958740	1.0000000000
404944	164.3121643066	1.0000000000
426444	164.3123931884	1.0000000000
447948	164.3121643066	1.0000000000
469456	180.7096557617	1.0000000000
490972	164.3121643066	1.0000000000
511440	189.8657531738	1.0000000000
532940	180.7773742675	1.0000000000
554448	180.7099151611	1.0000000000
575952	180.7431335449	1.0000000000
597452	197.1743316650	1.0000000000
618960	180.7099151611	1.0000000000
639440	189.8288116455	1.0000000000
660940	197.1743316650	1.0000000000
682448	180.7099151611	1.0000000000
703948	180.7436370849	1.0000000000
725452	197.1748809814	1.0000000000
746960	180.7094116210	1.0000000000
767452	189.7916107177	1.0000000000
788940	197.2116851806	1.0000000000
810456	180.7094116210	1.0000000000
831948	197.1748809814	1.0000000000
853468	180.7436370849	1.0000000000
874956	197.2116851806	1.0000000000
895440	189.7538604736	1.0000000000
916944	197.2116851806	1.0000000000
938444	197.1748809814	1.0000000000
959952	180.7436370849	1.0000000000
981452	197.2116851806	1.0000000000
1002960	197.1748809814	1.0000000000
1023440	189.8282623291	1.0000000000
1044940	197.1754302978	1.0000000000
1066444	197.1743316650	1.0000000000
1087952	180.6756896972	1.0000000000
1109452	197.1754302978	1.0000000000
1130968	180.7431335449	1.0000000000
1151440	189.7916107177	1.0000000000
1172940	197.2116851806	1.0000000000
1194448	180.7431335449	1.0000000000
1215948	197.1754302978	1.0000000000
1237456	180.7089080810	1.0000000000
1258956	197.2116851806	1.0000000000
1279440	189.7916107177	1.0000000000
1300944	180.7431335449	1.0000000000
1322444	197.1743316650	1.0000000000
1343948	180.7441406250	1.0000000000
1365452	197.1743316650	1.0000000000
1386960	180.7099151611	1.0000000000
1407440	189.8282623291	1.0000000000
1428944	197.2116851806	1.0000000000
1450452	180.7099151611	1.0000000000
1471948	197.2116851806	1.0000000000
1493468	180.7099151611	1.0000000000
1514956	197.2116851806	1.0000000000
1535440	189.7904968261	1.0000000000
1556940	197.2116851806	1.0000000000
1578444	197.1754302978	1.0000000000
1599948	197.1380767822	1.0000000000
1621460	180.7099151611	1.0000000000
1642956	197.2116851806	1.0000000000
1663440	189.7916107177	1.0000000000
1684940	197.2116851806	1.0000000000
1706444	197.1369781494	1.0000000000
1727948	197.1743316650	1.0000000000
1749452	197.1754302978	1.0000000000
1770956	197.1380767822	1.0000000000
1791440	189.7916107177	1.0000000000
1812940	197.2116851806	1.0000000000
1834456	197.1743316650	1.0000000000
1855948	213.6055297851	1.0000000000
1877452	197.1743316650	1.0000000000
1898968	213.5258178710	1.0000000000
1919452	189.8660278320	1.0000000000
1940944	213.6459960937	1.0000000000
1962448	213.5662536621	1.0000000000
1983952	213.6067199707	1.0000000000
2005452	213.6067199707	1.0000000000
2026960	213.6043395996	1.0000000000
2047436	224.3437957763	1.0000000000
2068944	213.5662536621	1.0000000000
2090448	213.6043395996	1.0000000000
2111948	213.6067199707	1.0000000000
2133452	213.5662536621	1.0000000000
2154956	230.0354309082	1.0000000000
2175440	207.0453948974	1.0000000000
2196940	197.1754302978	1.0000000000
2218444	213.5662536621	1.0000000000
2239948	197.1754302978	1.0000000000
2261452	197.1754302978	1.0000000000
2282956	197.1732330322	1.0000000000
2303440	189.7916107177	1.0000000000
2324940	197.2127838134	1.0000000000
2346444	197.1380767822	1.0000000000
2367960	197.1754302978	1.0000000000
2389456	213.5662536621	1.0000000000
2410956	197.1732330322	1.0000000000
2431440	207.0453948974	1.0000000000
2452940	197.2127838134	1.0000000000
2474456	197.1732330322	1.0000000000
2495952	213.6043395996	1.0000000000
2517456	197.1380767822	1.0000000000
2538956	197.1754302978	1.0000000000
2559440	207.0429687500	1.0000000000
2580940	197.2127838134	1.0000000000
2602444	197.1380767822	1.0000000000
2623948	197.1732330322	1.0000000000
2645456	197.1754302978	1.0000000000
2666960	197.1380767822	1.0000000000
2687440	189.7916107177	1.0000000000
2708940	197.2105865478	1.0000000000
2730444	197.1754302978	1.0000000000
2751952	180.7099151611	1.0000000000
2773456	197.1732330322	1.0000000000
2794956	197.1754302978	1.0000000000
2815440	189.8271484375	1.0000000000
2836944	197.1380767822	1.0000000000
2858448	197.1754302978	1.0000000000
2879952	197.1380767822	1.0000000000
2901464	180.7441406250	1.0000000000
2922960	197.1754302978	1.0000000000
2943440	189.8271484375	1.0000000000
2964944	197.1732330322	1.0000000000
2986448	180.7099151611	1.0000000000
3007948	180.7783813476	1.0000000000
3029452	197.1358795166	1.0000000000
3050956	180.7441406250	1.0000000000
3071436	172.5721435546	1.0000000000
3092944	180.7079010009	1.0000000000
3114444	180.7441406250	1.0000000000
3135948	180.7441406250	1.0000000000
3157452	180.7421264648	1.0000000000
3178956	180.7441406250	1.0000000000
3199440	172.5721435546	1.0000000000
3220944	180.7421264648	1.0000000000
3242444	180.7441406250	1.0000000000
3263952	180.7441406250	1.0000000000
3285456	180.7099151611	1.0000000000
3306960	180.7099151611	1.0000000000
